user_id,user_screen_name,created_at,text,comments,shares,likes
7800864480,不知名压制小人z,03月01日 15:59,"【港影/恐怖】
七月返归 七月返歸 (2023)
江熚生 / 白灵 / 太保

自压1080P粤语中字

自幼有阴阳眼、不断受朋辈排挤的向荣，某日收到母亲自杀不遂入院的消息，被迫回到香港，并回旧居暂住。
回到儿时熟悉的地方，再一次见到鬼的向荣发现，这里气氛诡异、怪事连连，似乎正发生惊人的变化！居于同层的街 展开c",16,111,239
6454379658,剧不慌,03月01日 12:01,2022香港悬疑犯/惊悚/罪影片《正義迴廊》（超清完 整版）L独处的纳兰88的微博视频,5,272,216
5850776522,CoverSelf,03月01日 12:51,中国香港版VOGUE三月开季&五周年刊将邀请15位本土面孔推出以超模 歌手 演员为代表的3张群封,118,49,1392
5296350094,棉花絮飞,03月01日 16:45,"🌸突发新闻之2月28日欧洲议会以338票赞成、86票反对、122票弃权的结果，通过2023年度欧盟外交与安全政策报告，在香港、新疆、南海等问题上对中国横加指责，声称“中国与台湾互不隶属”，对欧洲议会官方代表团访台表示欢迎。

🌸对此，中国驻欧盟使团发言人表示，欧洲议会报告有关涉华内容严重践踏 展开c",74,19,219
6268561537,半片微风,03月01日 15:06,"#二十一周年继续宠爱张国荣#
一些八十年代关于Leslie的记忆片段（一
作者：sarah_liang

在八十年代，我这一代人最大的娱乐是收听香港的电台节目，70年代末，广州听香港电台已经没有受到干扰了，那时候广东沿海地区凡是能收到香港的电台的地方，满街的收音机、收录机全是放香港的电台节目，特别是商业 展开c",8,10,96
1893711543,娱乐有饭,03月01日 13:45,#TVB港星保姆车揭秘# 在香港繁华的街头，时常能看到醒目的保姆车穿梭其中，它们是一道独特风景线，也是TVB港星们的钟爱。杜德伟、黎耀祥、郑嘉颖现身分享他们的座驾，随着镜头来一探究竟吧！,69,24,290
2874918724,Baby小布丁路易斯,03月01日 10:49,"我已经买好了回国机票
5月27日抵达香港
我们会在国内待到7月5日
我希望6月份在广州来一场面基活动！真的很想很想见见多年的网友们！ 明天建个群，想来面基的约起来，我已经和一家健身房谈妥了、愿意借场地给我们，我现场教学 完了大家再一起去聚餐 所有人AA制！大家觉得如何？",56,3,95
5277693139,KhanSwim,03月01日 13:14,"各国（地区）巴黎选拔赛时间
🇮🇹意大利：3.5-3.9
🇯🇵日本：3.17-3.24
🇰🇷韩国：3.22-3.27
🇬🇧英国：4.2-4.7
🇱🇹立陶宛：4.3-4.6
🇿🇦南非：4.8-4.13
🇭🇺匈牙利：4.9-4.12
🇳🇿新西兰：4.9-4.13
🇳🇱荷兰：4.11-4.14
🇭🇰中国香港①：4.13-4.14
🇷🇴 展开c",24,11,199
2150758415,孤烟暮蝉,03月01日 15:25,"【“中国国旗”在印度航天广告上“站C位”】
近日，因为报纸上的一则印度航天宣传广告，印度政界吵得不可开交，原因是这则广告出现了一个“印有中国国旗”的火箭。 （来源：香港新闻网） L孤烟暮蝉的微博视频",11,2,99
1031732132,电动兄弟,03月01日 12:13,"不知道有多少人注意到蔚来@Harry_AD 今天所说的全国都能开还包括了香港，澳门，台湾地区

这一行字很小，一带而过。

#电动兄弟#",22,转发,48
7576467750,康熙万事屋,03月01日 15:11,"问香港作词人周耀辉，预计要训练多久AI生成的歌词才能见人？

周耀辉回答：“我希望永远都唔得啰。”

“回归最基本，这（词人价值）是做人的价值，我不知道AI怎样取代做人的价值。我不是要跟AI斗，也不是要同什么（斗），我是同自己丫嘛。”",7,9,75
1916206891,咸鱼今天也积极了吧,03月01日 17:22,"香港预览出来了（单屏，不同角度），大屏离地面距离不是很远所以视觉效果已经很不错。
#陈牧驰0304生日快乐#

（我争取晚上出公告）",170,61,545
2017327511,石头搞机,03月01日 15:21,这是啥情况？IP一会香港一会漂亮的？还高端靠文字游戏？所以小米14 Ultra的实力你是看不见？就问目前的手机有一个算一个，有能跟小米14 Ultra打的吗？很多连资格都没有，靠着大浪淘沙沸腾的高端，你认为可以长久下去？高端除非产品力，其他的都不是长久之计...,48,2,86
6383171369,名人张聊,03月01日 13:24,"莫言香港中文大学演讲片段：讲真话，是一个作家宝贵的素质！

#莫言##人生感悟##老张杂谈# L名人张聊的微博视频",42,14,101
1642591402,新浪娱乐,03月01日 17:02,"【2024年2月#娱乐大事件月报#】↓
2日，脱口秀演员杨波承认出轨并道歉
5日，李昇基李多寅生女
6日，第42届香港电影金像奖提名公布
9日，郑爽与律师录音曝光
9日，央视龙年春晚举办
14日，钟楚曦侯雯元官宣恋情
16日，薛之谦盗摄争议风波
17日，春节档总票房80.2亿
21日，黄嘉千夏克立家暴事件再起风波
展开c",23,5,120
6688414629,CC-克瑞兹,03月01日 15:33,"2024洪荒剧场 香港站 【游侠】横屏版

超帅的老婆哦
（补+2）

O网页链接",5,10,197
6969803811,娱晴烟雨,03月01日 11:40,原来爱到最后的两个人是舍不得成为恋人的。第一次背着包来到香港的方大同就被薛凯琪拉起了手，从那天起，方大同的人生就只剩下吃饭、写歌、薛凯琪。薛凯琪也会在方大同获奖时开心到流泪，他们是对方演唱会上的嘉宾，仿佛只要往前一步就能成为彼此的唯一。可他们就像方大同写的那首歌那样，他们真的很怕 展开c,68,5,115
6276185043,辛德瑞拉日记本,03月01日 16:08,《周处除三害》内地版和香港版的差异。。灵修堂那段简直大改了,144,114,263
5455747538,封面小主,03月01日 12:41,"Esquire HongKong March 2024

正式封面及大片发布 ！巴黎时装周秋冬大 秀行程刚结束金珉奎 Mingyu 与 𝐃𝐢𝐨𝐫 合作的首刊封面迅速登场 ！全套 𝐃𝐢𝐨𝐫 𝐌𝐞𝐧 2024 年夏季系列出镜中国香港版 Esquire 三月开季新刊 ，光影之间张力呈现全新魅力 ～ 👏

封面 ：金珉奎 展开c",25,14,156
1689262215,剧小音,03月01日 17:38,香港著名女星胡慧中的女儿，今年都已经24岁，五官长得标致，真的是有遗传到妈妈的好基因，看好她,92,27,429
3137532517,娱圈咖啡喵,03月01日 10:23,1985年星二代拜年影像，洪金宝儿子邓光荣女儿热聊，小谢霆锋抢镜！这段1985年的珍贵视频，完整记录了谢霆锋谢婷婷兄妹、洪金宝儿子邓光荣，姜大卫女儿拜年的完整影像，一屋子小屁孩的家庭背景足以撼动半个香港。这天，洪金宝11岁的儿子洪天明带领弟弟洪天照洪天祥、妹妹洪旭瑜率先登台为观众表演了中国 展开c,33,4,133
2118645461,是刘雨阳,03月01日 11:21,中国大陆人才济济，绝不比台湾香港差，霍启刚甩锅梅西的的小作文在内地引发“道德公摊”等诙谐幽默的舆论批评，内地心明眼亮的人多的是，清华北大复旦浙大都有非常优秀的知识分子知名教授，当然不是现在台上某些通过昧良心唱赞歌获取利益的人人痛恨的“专家学者”，只要广开言路，谁扯虎皮谁求真务实一 展开c,9,16,115
1045752334,AmberRoyal_刘逸云后援会,03月01日 16:11,"刘逸云超话
20240301 TVB娛樂新聞台的SNS更新Amber香港站巡演专访

#amber2024巡演#
对鸡蛋仔的执念🤣
小表情什么的太可爱了啦！#amber实体专辑官宣#
@刘逸云Amber LAmberRoyal_刘逸云后援会的微博视频",40,50,375
5067742811,辽宁大鹏888,03月01日 11:33,韩国空姐在香港机场拍视频，舞跳的不错呀。 L辽宁大鹏888的微博视频,42,57,330
7224902278,你的雕沙到我了,03月01日 13:40,#TVB港星保姆车揭秘# 看港剧以及香港真实街头 随处可见大只保姆车的身影 特别是白色的😆 围观郑嘉颖的vlog 发现为家而生的mpv也有升级的一面——小鹏X9 灵活智能 大空间 多场景开阔宽适的座位和便捷无压力的第三排🫰狠狠种草了#小鹏X9#,106,107,248
7819800760,戏精林克,03月01日 13:43,《金庸武侠世界》3月11日在香港开发布会，终于要来了,40,12,268
7817727456,红袍萤火虫11Pro,03月01日 16:45,#香江社情# 不少香港艺人早年北上赴大陆打拼赚钱，为方便工作移居当地生活。不过，近年有艺人陆陆续续回流香港，如蔡少芬、陈浩民、王祖蓝。,21,2,79
5575348918,奎塔gyudata,03月01日 11:12,"Mingyu金珉奎超话kmg#金珉奎地球球草#
【instiz热帖】香港杂志扫图释出
标题:珉奎的香港画报氛围真棒

“不知道是不是香港杂志的原因，胶卷相机或者有重庆森林的感觉非常好。新的氛围！希望dior珉奎能长久下去”
“真人应该很漂亮”
“珉奎拍了那么多画报，也没有过重复的氛围”
“长得很帅的 展开c",12,3,120
6461775419,懒懒在家_izsy2024_要健康,03月01日 16:05,"#全世界最好的周诗雨#
不喜欢写repo不喜欢小作文，但最近也想说说周诗雨让我印象深刻的几件事之一（只看最后也行）
i人 但为粉丝不会真的躲在别人后面（借某人的话）
发生时间：香港Meet48元宇宙外务2023.9
发生地点： 外务的答谢群握会现场
发生背景：当天的答谢是14个小偶像分两个相通的房间接受粉 展开c",42,11,611
6620679450,BrownChing,03月01日 12:45,"IG贴文/voguehongkong

FiveFabulousYears

本月正值慶祝VogueHongKong 5周年，封面人物特邀五位在香港樂壇綻放異彩的男歌手
—張敬軒 @ HinsCheung、
林家謙@ TerenceLam0903、
洪嘉豪 @ HungKaHo、
@ TysonYoshi、
魏浚笙 @ JeffreyNgai，
以 BottegaVeneta新一季時裝及 @ BuccellatiMilan 珠寶華麗 展开c",1,108,71
5821839778,你跑慢点,03月01日 13:42,#TVB港星保姆车揭秘# 在车内大空间的前提下 保姆车的车宽比较克制 因而特别适合香港寸土寸金的停车条件而且别看香港房子小 但一家人出行人可不少 这也是富豪港星们中意保姆车的原因🤲#小鹏X9# 超大百变后舱 可以容纳一家人的出行需求 拥有零重力太空沙发座椅 舒适💯通透的视觉空间和强大第三排 展开c,103,101,222
6314696418,池昌旭香港池粉_會向你微笑,03月01日 12:24,"池昌旭超话#音乐剧那些日子#
《池昌旭香港池粉會》經過4個月的籌備、搜集資料、翻譯、編輯、製作及無數次的修改，《那些日子》的故事中英文版面世了。
這故事的劇本是根據2023年8月27日的演出而編寫，故此內容差不多與原著很接近。
製作這故事的原因是因為太多池粉從未有機會去看。 又或者有去 展开c",57,63,196
7782554693,萌音可汗,03月01日 11:17,"英美外交官在皖南事变

英国爵士阿奇博尔法·克拉克·卡尔于中国抗日战争爆发后，出任驻华大使。1938年1月，在武汉同周恩来相识，两人结下了友谊。他认为重庆最有智慧的人是周恩来，谈到中国共产党人，他相信共产党最后将在中国取得胜利，卡尔曾对人说：“历史的发展就是如此。”
此时，共产党人想在香港 展开c",3,10,56
5494455569,道英do0_Mailbox,03月01日 13:26,"#DGxDOYOUNG#🐰#DG全球品牌大使道英#
240301 饭推更新「图频」©️dy_addiction

DGSS24 Men's Collection 地广香港铜锣湾wwwtc mall帅气更新～

🍀【道英Weibo账号】：@道英DOYOUNG",1,8,115
5124470749,不是郑小康,03月01日 10:52,"蔚来智能驾驶产品与体验负责人 Harry 哈哈哈在 NIO App 上宣布，今天开始蔚来全域 NOP+ 无限模式的首批 100 人用户招募。

激活无限模式可以在全国几乎所有道路可用，包括中国大陆所有行政区域，澳门及香港、台湾省。

下周蔚来智能驾驶副总裁任少卿还有重要信息同步。",25,3,48
6207401399,黄礼志pollux_HD625,03月01日 17:26,"黄礼志超话 🖤#黄礼志itzy全球top#
「𝐖𝐞𝐥𝐜𝐨𝐦𝐞 𝐭𝐨 𝐲𝐞𝐳𝐲𝐢𝐳𝐡𝐞𝐫𝐞𝐥𝐚𝐧𝐝」——黄礼志青岛签售应援

𝐏𝐚𝐫𝐭𝟓.香港路中心屏应援

泪滴从眼中跌落
划过的轨迹长出花朵
泪一滴
花一朵

像无数个春暖花开的日子
蝴蝶震 展开c",15,1,107
1824247375,二十二岛主,03月01日 17:15,突然想起好多年前采访《周处除三害》里饰演香港仔的袁富华叔叔时，打完招呼后他问我的第一句话也是“你听不听得懂广东话啊？”，还好那时我没留胡子，不然他可能也要帮我刮一刮。（袁叔叔非常可爱，这些年特别值得关注的最佳配角）,14,2,50
3901433173,DonnozokoneGi,03月01日 16:23,为什么没有人讨论陈桂林强吻香港仔把他嘴巴舌头都咬烂了这件事呢？小美，陈桂林知道你被你爸性侵后强吻你爸并把你爸性侵致死了，不用担心了，嗯！ LDonnozokoneGi的微博视频,评论,8,51
2176275274,TwinsCCT广东分会,03月01日 17:12,"#我的偶像是twins#
👯‍♀️
【Event Registration】钟欣潼@ 3.4 香港Event
🔗见🍎⬇️

详情请看🔗",45,18,118
6513572185,好片儿菌,03月01日 17:00,2022香港悬疑犯/惊悚/罪影片《正義迴廊》（超清完 整版）L独处的纳兰88的微博视频,1,21,16
6048193311,知任CHS,03月01日 12:00,"《塞尔达传说 王国之泪》「背包旅行克洛格」

香港直邮，再次开启预售，预计4月底发货。
#塞尔达传说王国之泪# 塞尔达传说王国之泪旅行呀哈哈克罗格毛绒玩偶公仔任天堂Switch周边三英贸易...",14,31,87
2046862301,宏康010,03月01日 11:35,"2010年有两大香港团队盯上了西游，一个是周星驰一个是星皓，《西游记之大闹天宫》《西游·降魔篇》前后宣告立项，星皓请来了郑保瑞，并给了他极大的话语权。
星皓影业公布了对西游系列电影项目的全面规划，预计在2030年之前，投入预算35亿人民币、打造《西游系列电影七部曲》，相当于单部的投资成本为5 展开c",40,1,131
5705021476,芒果捞小萌主,03月01日 15:44,港媒曝古天乐是香港一半艺人的老板，每周援助两三名贫困圈中人,7,7,58
