,word,sentiment
1463,detracted,negative
1464,detracting,negative
1465,detraction,negative
1466,detracts,negative
1467,detriment,negative
1468,detrimental,negative
1469,devastate,negative
1470,devastated,negative
1471,devastates,negative
1472,devastating,negative
1473,devastatingly,negative
1474,devastation,negative
1475,deviate,negative
1476,deviation,negative
1477,devil,negative
1478,devilish,negative
1479,devilishly,negative
1480,devilment,negative
1481,devilry,negative
1482,devious,negative
1483,deviously,negative
1484,deviousness,negative
1485,devoid,negative
1486,devout,positive
1487,dexterous,positive
1488,dexterously,positive
1489,dextrous,positive
1490,diabolic,negative
1491,diabolical,negative
1492,diabolically,negative
1493,diametrically,negative
1494,diappointed,negative
1495,diatribe,negative
1496,diatribes,negative
1497,dick,negative
1498,dictator,negative
1499,dictatorial,negative
1500,die,negative
1501,die-hard,negative
1502,died,negative
1503,dies,negative
1504,difficult,negative
1505,difficulties,negative
1506,difficulty,negative
1507,diffidence,negative
1508,dignified,positive
1509,dignify,positive
1510,dignity,positive
1511,dilapidated,negative
1512,dilemma,negative
1513,diligence,positive
1514,diligent,positive
1515,diligently,positive
1516,dilly-dally,negative
1517,dim,negative
1518,dimmer,negative
1519,din,negative
1520,ding,negative
1521,dings,negative
1522,dinky,negative
1523,diplomatic,positive
1524,dire,negative
1525,direly,negative
1526,direness,negative
1527,dirt,negative
1528,dirt-cheap,positive
1529,dirtbag,negative
1530,dirtbags,negative
1531,dirts,negative
1532,dirty,negative
1533,disable,negative
1534,disabled,negative
1535,disaccord,negative
1536,disadvantage,negative
1537,disadvantaged,negative
1538,disadvantageous,negative
1539,disadvantages,negative
1540,disaffect,negative
1541,disaffected,negative
1542,disaffirm,negative
1543,disagree,negative
1544,disagreeable,negative
1545,disagreeably,negative
1546,disagreed,negative
1547,disagreeing,negative
1548,disagreement,negative
1549,disagrees,negative
1550,disallow,negative
1551,disapointed,negative
1552,disapointing,negative
1553,disapointment,negative
1554,disappoint,negative
1555,disappointed,negative
1556,disappointing,negative
1557,disappointingly,negative
1558,disappointment,negative
1559,disappointments,negative
1560,disappoints,negative
1561,disapprobation,negative
1562,disapproval,negative
1563,disapprove,negative
1564,disapproving,negative
1565,disarm,negative
1566,disarray,negative
1567,disaster,negative
1568,disasterous,negative
1569,disastrous,negative
1570,disastrously,negative
1571,disavow,negative
1572,disavowal,negative
1573,disbelief,negative
1574,disbelieve,negative
1575,disbeliever,negative
1576,disclaim,negative
1577,discombobulate,negative
1578,discomfit,negative
1579,discomfititure,negative
1580,discomfort,negative
1581,discompose,negative
1582,disconcert,negative
1583,disconcerted,negative
1584,disconcerting,negative
1585,disconcertingly,negative
1586,disconsolate,negative
1587,disconsolately,negative
1588,disconsolation,negative
1589,discontent,negative
1590,discontented,negative
1591,discontentedly,negative
1592,discontinued,negative
1593,discontinuity,negative
1594,discontinuous,negative
1595,discord,negative
1596,discordance,negative
1597,discordant,negative
1598,discountenance,negative
1599,discourage,negative
1600,discouragement,negative
1601,discouraging,negative
1602,discouragingly,negative
1603,discourteous,negative
1604,discourteously,negative
1605,discoutinous,negative
1606,discredit,negative
1607,discrepant,negative
1608,discriminate,negative
1609,discrimination,negative
1610,discriminatory,negative
1611,disdain,negative
1612,disdained,negative
1613,disdainful,negative
1614,disdainfully,negative
1615,disfavor,negative
1616,disgrace,negative
1617,disgraced,negative
1618,disgraceful,negative
1619,disgracefully,negative
1620,disgruntle,negative
1621,disgruntled,negative
1622,disgust,negative
1623,disgusted,negative
1624,disgustedly,negative
1625,disgustful,negative
1626,disgustfully,negative
1627,disgusting,negative
1628,disgustingly,negative
1629,dishearten,negative
1630,disheartening,negative
1631,dishearteningly,negative
1632,dishonest,negative
1633,dishonestly,negative
1634,dishonesty,negative
1635,dishonor,negative
1636,dishonorable,negative
1637,dishonorablely,negative
1638,disillusion,negative
1639,disillusioned,negative
1640,disillusionment,negative
1641,disillusions,negative
1642,disinclination,negative
1643,disinclined,negative
1644,disingenuous,negative
1645,disingenuously,negative
1646,disintegrate,negative
1647,disintegrated,negative
1648,disintegrates,negative
1649,disintegration,negative
1650,disinterest,negative
1651,disinterested,negative
1652,dislike,negative
1653,disliked,negative
1654,dislikes,negative
1655,disliking,negative
1656,dislocated,negative
1657,disloyal,negative
1658,disloyalty,negative
1659,dismal,negative
1660,dismally,negative
1661,dismalness,negative
1662,dismay,negative
1663,dismayed,negative
1664,dismaying,negative
1665,dismayingly,negative
1666,dismissive,negative
1667,dismissively,negative
1668,disobedience,negative
1669,disobedient,negative
1670,disobey,negative
1671,disoobedient,negative
1672,disorder,negative
1673,disordered,negative
1674,disorderly,negative
1675,disorganized,negative
1676,disorient,negative
1677,disoriented,negative
1678,disown,negative
1679,disparage,negative
1680,disparaging,negative
1681,disparagingly,negative
1682,dispensable,negative
1683,dispirit,negative
1684,dispirited,negative
1685,dispiritedly,negative
1686,dispiriting,negative
1687,displace,negative
1688,displaced,negative
1689,displease,negative
1690,displeased,negative
1691,displeasing,negative
1692,displeasure,negative
1693,disproportionate,negative
1694,disprove,negative
1695,disputable,negative
1696,dispute,negative
1697,disputed,negative
1698,disquiet,negative
1699,disquieting,negative
1700,disquietingly,negative
1701,disquietude,negative
1702,disregard,negative
1703,disregardful,negative
1704,disreputable,negative
1705,disrepute,negative
1706,disrespect,negative
1707,disrespectable,negative
1708,disrespectablity,negative
1709,disrespectful,negative
1710,disrespectfully,negative
1711,disrespectfulness,negative
1712,disrespecting,negative
1713,disrupt,negative
1714,disruption,negative
1715,disruptive,negative
1716,diss,negative
1717,dissapointed,negative
1718,dissappointed,negative
1719,dissappointing,negative
1720,dissatisfaction,negative
1721,dissatisfactory,negative
1722,dissatisfied,negative
1723,dissatisfies,negative
1724,dissatisfy,negative
1725,dissatisfying,negative
1726,dissed,negative
1727,dissemble,negative
1728,dissembler,negative
1729,dissension,negative
1730,dissent,negative
1731,dissenter,negative
1732,dissention,negative
1733,disservice,negative
1734,disses,negative
1735,dissidence,negative
1736,dissident,negative
1737,dissidents,negative
1738,dissing,negative
1739,dissocial,negative
1740,dissolute,negative
1741,dissolution,negative
1742,dissonance,negative
1743,dissonant,negative
1744,dissonantly,negative
1745,dissuade,negative
1746,dissuasive,negative
1747,distains,negative
1748,distaste,negative
1749,distasteful,negative
1750,distastefully,negative
1751,distinction,positive
1752,distinctive,positive
1753,distinguished,positive
1754,distort,negative
1755,distorted,negative
1756,distortion,negative
1757,distorts,negative
1758,distract,negative
1759,distracting,negative
1760,distraction,negative
1761,distraught,negative
1762,distraughtly,negative
1763,distraughtness,negative
1764,distress,negative
1765,distressed,negative
1766,distressing,negative
1767,distressingly,negative
1768,distrust,negative
1769,distrustful,negative
1770,distrusting,negative
1771,disturb,negative
1772,disturbance,negative
1773,disturbed,negative
1774,disturbing,negative
1775,disturbingly,negative
1776,disunity,negative
1777,disvalue,negative
1778,divergent,negative
1779,diversified,positive
1780,divine,positive
1781,divinely,positive
1782,divisive,negative
1783,divisively,negative
1784,divisiveness,negative
1785,dizzing,negative
1786,dizzingly,negative
1787,dizzy,negative
1788,doddering,negative
1789,dodgey,negative
1790,dogged,negative
1791,doggedly,negative
1792,dogmatic,negative
1793,doldrums,negative
1794,dominate,positive
1795,dominated,positive
1796,dominates,positive
1797,domineer,negative
1798,domineering,negative
1799,donside,negative
1800,doom,negative
1801,doomed,negative
1802,doomsday,negative
1803,dope,negative
1804,dote,positive
1805,dotingly,positive
1806,doubt,negative
1807,doubtful,negative
1808,doubtfully,negative
1809,doubtless,positive
1810,doubts,negative
1811,douchbag,negative
1812,douchebag,negative
1813,douchebags,negative
1814,downbeat,negative
1815,downcast,negative
1816,downer,negative
1817,downfall,negative
1818,downfallen,negative
1819,downgrade,negative
1820,downhearted,negative
1821,downheartedly,negative
1822,downhill,negative
1823,downside,negative
1824,downsides,negative
1825,downturn,negative
1826,downturns,negative
1827,drab,negative
1828,draconian,negative
1829,draconic,negative
1830,drag,negative
1831,dragged,negative
1832,dragging,negative
1833,dragoon,negative
1834,drags,negative
1835,drain,negative
1836,drained,negative
1837,draining,negative
1838,drains,negative
1839,drastic,negative
1840,drastically,negative
1841,drawback,negative
1842,drawbacks,negative
1843,dread,negative
1844,dreadful,negative
1845,dreadfully,negative
1846,dreadfulness,negative
1847,dreamland,positive
1848,dreary,negative
1849,dripped,negative
1850,dripping,negative
1851,drippy,negative
1852,drips,negative
1853,drones,negative
1854,droop,negative
1855,droops,negative
1856,drop-out,negative
1857,drop-outs,negative
1858,dropout,negative
1859,dropouts,negative
1860,drought,negative
1861,drowning,negative
1862,drunk,negative
1863,drunkard,negative
1864,drunken,negative
1865,dubious,negative
1866,dubiously,negative
1867,dubitable,negative
1868,dud,negative
1869,dull,negative
1870,dullard,negative
1871,dumb,negative
1872,dumbfound,negative
1873,dumbfounded,positive
1874,dumbfounding,positive
1875,dummy-proof,positive
1876,dump,negative
1877,dumped,negative
1878,dumping,negative
1879,dumps,negative
1880,dunce,negative
1881,dungeon,negative
1882,dungeons,negative
1883,dupe,negative
1884,durable,positive
1885,dust,negative
1886,dusty,negative
1887,dwindling,negative
1888,dying,negative
1889,dynamic,positive
1890,eager,positive
1891,eagerly,positive
1892,eagerness,positive
1893,earnest,positive
1894,earnestly,positive
1895,earnestness,positive
1896,earsplitting,negative
1897,ease,positive
1898,eased,positive
1899,eases,positive
1900,easier,positive
1901,easiest,positive
1902,easiness,positive
1903,easing,positive
1904,easy,positive
1905,easy-to-use,positive
1906,easygoing,positive
1907,ebullience,positive
1908,ebullient,positive
1909,ebulliently,positive
1910,eccentric,negative
1911,eccentricity,negative
1912,ecenomical,positive
1913,economical,positive
1914,ecstasies,positive
1915,ecstasy,positive
1916,ecstatic,positive
1917,ecstatically,positive
1918,edify,positive
1919,educated,positive
1920,effective,positive
1921,effectively,positive
1922,effectiveness,positive
1923,effectual,positive
1924,efficacious,positive
1925,efficient,positive
1926,efficiently,positive
1927,effigy,negative
1928,effortless,positive
1929,effortlessly,positive
1930,effrontery,negative
1931,effusion,positive
1932,effusive,positive
1933,effusively,positive
1934,effusiveness,positive
1935,egocentric,negative
1936,egomania,negative
1937,egotism,negative
1938,egotistical,negative
1939,egotistically,negative
1940,egregious,negative
1941,egregiously,negative
1942,elan,positive
1943,elate,positive
1944,elated,positive
1945,elatedly,positive
1946,elation,positive
1947,election-rigger,negative
1948,electrify,positive
1949,elegance,positive
1950,elegant,positive
1951,elegantly,positive
1952,elevate,positive
1953,elimination,negative
1954,elite,positive
1955,eloquence,positive
1956,eloquent,positive
1957,eloquently,positive
1958,emaciated,negative
1959,emasculate,negative
1960,embarrass,negative
1961,embarrassing,negative
1962,embarrassingly,negative
1963,embarrassment,negative
1964,embattled,negative
1965,embolden,positive
1966,embroil,negative
1967,embroiled,negative
1968,embroilment,negative
1969,emergency,negative
1970,eminence,positive
1971,eminent,positive
1972,empathize,positive
1973,empathy,positive
1974,emphatic,negative
1975,emphatically,negative
1976,empower,positive
1977,empowerment,positive
1978,emptiness,negative
1979,enchant,positive
1980,enchanted,positive
1981,enchanting,positive
1982,enchantingly,positive
1983,encourage,positive
1984,encouragement,positive
1985,encouraging,positive
1986,encouragingly,positive
1987,encroach,negative
1988,encroachment,negative
1989,endanger,negative
1990,endear,positive
1991,endearing,positive
1992,endorse,positive
1993,endorsed,positive
1994,endorsement,positive
1995,endorses,positive
1996,endorsing,positive
1997,enemies,negative
1998,enemy,negative
1999,energetic,positive
2000,energize,positive
2001,energy-efficient,positive
2002,energy-saving,positive
2003,enervate,negative
2004,enfeeble,negative
2005,enflame,negative
2006,engaging,positive
2007,engrossing,positive
2008,engulf,negative
2009,enhance,positive
2010,enhanced,positive
2011,enhancement,positive
2012,enhances,positive
2013,enjoin,negative
2014,enjoy,positive
2015,enjoyable,positive
2016,enjoyably,positive
2017,enjoyed,positive
2018,enjoying,positive
2019,enjoyment,positive
2020,enjoys,positive
2021,enlighten,positive
2022,enlightenment,positive
2023,enliven,positive
2024,enmity,negative
2025,ennoble,positive
2026,enough,positive
2027,enrage,negative
2028,enraged,negative
2029,enraging,negative
2030,enrapt,positive
2031,enrapture,positive
2032,enraptured,positive
2033,enrich,positive
2034,enrichment,positive
2035,enslave,negative
2036,entangle,negative
2037,entanglement,negative
2038,enterprising,positive
2039,entertain,positive
2040,entertaining,positive
2041,entertains,positive
2042,enthral,positive
2043,enthrall,positive
2044,enthralled,positive
2045,enthuse,positive
2046,enthusiasm,positive
2047,enthusiast,positive
2048,enthusiastic,positive
2049,enthusiastically,positive
2050,entice,positive
2051,enticed,positive
2052,enticing,positive
2053,enticingly,positive
2054,entranced,positive
2055,entrancing,positive
2056,entrap,negative
2057,entrapment,negative
2058,entrust,positive
2059,enviable,positive
2060,enviably,positive
2061,envious,positive
2062,envious,negative
2063,enviously,positive
2064,enviously,negative
2065,enviousness,positive
2066,enviousness,negative
2067,envy,positive
2068,epidemic,negative
2069,equitable,positive
2070,equivocal,negative
2071,erase,negative
2072,ergonomical,positive
2073,erode,negative
2074,erodes,negative
2075,erosion,negative
2076,err,negative
2077,err-free,positive
2078,errant,negative
2079,erratic,negative
2080,erratically,negative
2081,erroneous,negative
2082,erroneously,negative
2083,error,negative
2084,errors,negative
2085,erudite,positive
2086,eruptions,negative
2087,escapade,negative
2088,eschew,negative
2089,estranged,negative
2090,ethical,positive
2091,eulogize,positive
2092,euphoria,positive
2093,euphoric,positive
2094,euphorically,positive
2095,evade,negative
2096,evaluative,positive
2097,evasion,negative
2098,evasive,negative
2099,evenly,positive
2100,eventful,positive
2101,everlasting,positive
2102,evil,negative
2103,evildoer,negative
2104,evils,negative
2105,eviscerate,negative
2106,evocative,positive
2107,exacerbate,negative
2108,exagerate,negative
2109,exagerated,negative
2110,exagerates,negative
2111,exaggerate,negative
2112,exaggeration,negative
2113,exalt,positive
2114,exaltation,positive
2115,exalted,positive
2116,exaltedly,positive
2117,exalting,positive
2118,exaltingly,positive
2119,examplar,positive
2120,examplary,positive
2121,exasperate,negative
2122,exasperated,negative
2123,exasperating,negative
2124,exasperatingly,negative
2125,exasperation,negative
2126,excallent,positive
2127,exceed,positive
2128,exceeded,positive
2129,exceeding,positive
2130,exceedingly,positive
2131,exceeds,positive
2132,excel,positive
2133,exceled,positive
2134,excelent,positive
2135,excellant,positive
2136,excelled,positive
2137,excellence,positive
2138,excellency,positive
2139,excellent,positive
2140,excellently,positive
2141,excels,positive
2142,exceptional,positive
2143,exceptionally,positive
2144,excessive,negative
2145,excessively,negative
2146,excite,positive
2147,excited,positive
2148,excitedly,positive
2149,excitedness,positive
2150,excitement,positive
2151,excites,positive
2152,exciting,positive
2153,excitingly,positive
2154,exclusion,negative
2155,excoriate,negative
2156,excruciating,negative
2157,excruciatingly,negative
2158,excuse,negative
2159,excuses,negative
2160,execrate,negative
2161,exellent,positive
2162,exemplar,positive
2163,exemplary,positive
2164,exhaust,negative
2165,exhausted,negative
2166,exhaustion,negative
2167,exhausts,negative
2168,exhilarate,positive
2169,exhilarating,positive
2170,exhilaratingly,positive
2171,exhilaration,positive
2172,exhorbitant,negative
2173,exhort,negative
2174,exile,negative
2175,exonerate,positive
2176,exorbitant,negative
2177,exorbitantance,negative
2178,exorbitantly,negative
2179,expansive,positive
2180,expeditiously,positive
2181,expel,negative
2182,expensive,negative
2183,expertly,positive
2184,expire,negative
2185,expired,negative
2186,explode,negative
2187,exploit,negative
2188,exploitation,negative
2189,explosive,negative
2190,expropriate,negative
2191,expropriation,negative
2192,expulse,negative
2193,expunge,negative
2194,exquisite,positive
2195,exquisitely,positive
2196,exterminate,negative
2197,extermination,negative
2198,extinguish,negative
2199,extol,positive
2200,extoll,positive
2201,extort,negative
2202,extortion,negative
2203,extraneous,negative
2204,extraordinarily,positive
2205,extraordinary,positive
2206,extravagance,negative
2207,extravagant,negative
2208,extravagantly,negative
2209,extremism,negative
2210,extremist,negative
2211,extremists,negative
2212,exuberance,positive
2213,exuberant,positive
2214,exuberantly,positive
2215,exult,positive
2216,exultant,positive
2217,exultation,positive
2218,exultingly,positive
2219,eye-catch,positive
2220,eye-catching,positive
2221,eyecatch,positive
2222,eyecatching,positive
2223,eyesore,negative
2224,f**k,negative
2225,fabricate,negative
2226,fabrication,negative
2227,fabulous,positive
2228,fabulously,positive
2229,facetious,negative
2230,facetiously,negative
2231,facilitate,positive
2232,fail,negative
2233,failed,negative
2234,failing,negative
2235,fails,negative
2236,failure,negative
2237,failures,negative
2238,faint,negative
2239,fainthearted,negative
2240,fair,positive
2241,fairly,positive
2242,fairness,positive
2243,faith,positive
2244,faithful,positive
2245,faithfully,positive
2246,faithfulness,positive
2247,faithless,negative
2248,fake,negative
2249,fall,negative
2250,fallacies,negative
2251,fallacious,negative
2252,fallaciously,negative
2253,fallaciousness,negative
2254,fallacy,negative
2255,fallen,negative
2256,falling,negative
2257,fallout,negative
2258,falls,negative
2259,false,negative
2260,falsehood,negative
2261,falsely,negative
2262,falsify,negative
2263,falter,negative
2264,faltered,negative
2265,fame,positive
2266,famed,positive
2267,famine,negative
2268,famished,negative
2269,famous,positive
2270,famously,positive
2271,fanatic,negative
2272,fanatical,negative
2273,fanatically,negative
2274,fanaticism,negative
2275,fanatics,negative
2276,fancier,positive
2277,fanciful,negative
2278,fancinating,positive
2279,fancy,positive
2280,fanfare,positive
2281,fans,positive
2282,fantastic,positive
2283,fantastically,positive
2284,far-fetched,negative
2285,farce,negative
2286,farcical,negative
2287,farcical-yet-provocative,negative
2288,farcically,negative
2289,farfetched,negative
2290,fascinate,positive
2291,fascinating,positive
2292,fascinatingly,positive
2293,fascination,positive
2294,fascism,negative
2295,fascist,negative
2296,fashionable,positive
2297,fashionably,positive
2298,fast,positive
2299,fast-growing,positive
2300,fast-paced,positive
2301,faster,positive
2302,fastest,positive
2303,fastest-growing,positive
2304,fastidious,negative
2305,fastidiously,negative
2306,fastuous,negative
2307,fat,negative
2308,fat-cat,negative
2309,fat-cats,negative
2310,fatal,negative
2311,fatalistic,negative
2312,fatalistically,negative
2313,fatally,negative
2314,fatcat,negative
2315,fatcats,negative
2316,fateful,negative
2317,fatefully,negative
2318,fathomless,negative
2319,fatigue,negative
2320,fatigued,negative
2321,fatique,negative
2322,fatty,negative
2323,fatuity,negative
2324,fatuous,negative
2325,fatuously,negative
2326,fault,negative
2327,faultless,positive
2328,faults,negative
2329,faulty,negative
2330,fav,positive
2331,fave,positive
2332,favor,positive
2333,favorable,positive
2334,favored,positive
2335,favorite,positive
2336,favorited,positive
2337,favour,positive
2338,fawningly,negative
2339,faze,negative
2340,fear,negative
2341,fearful,negative
2342,fearfully,negative
2343,fearless,positive
2344,fearlessly,positive
2345,fears,negative
2346,fearsome,negative
2347,feasible,positive
2348,feasibly,positive
2349,feat,positive
2350,feature-rich,positive
2351,fecilitous,positive
2352,feckless,negative
2353,feeble,negative
2354,feeblely,negative
2355,feebleminded,negative
2356,feign,negative
2357,feint,negative
2358,feisty,positive
2359,felicitate,positive
2360,felicitous,positive
2361,felicity,positive
2362,fell,negative
2363,felon,negative
2364,felonious,negative
2365,ferociously,negative
2366,ferocity,negative
2367,fertile,positive
2368,fervent,positive
2369,fervently,positive
2370,fervid,positive
2371,fervidly,positive
2372,fervor,positive
2373,festive,positive
2374,fetid,negative
2375,fever,negative
2376,feverish,negative
2377,fevers,negative
2378,fiasco,negative
2379,fib,negative
2380,fibber,negative
2381,fickle,negative
2382,fiction,negative
2383,fictional,negative
2384,fictitious,negative
2385,fidelity,positive
2386,fidget,negative
2387,fidgety,negative
2388,fiend,negative
2389,fiendish,negative
2390,fierce,negative
2391,fiery,positive
2392,figurehead,negative
2393,filth,negative
2394,filthy,negative
2395,finagle,negative
2396,fine,positive
2397,fine-looking,positive
2398,finely,positive
2399,finer,positive
2400,finest,positive
2401,finicky,negative
2402,firmer,positive
2403,first-class,positive
2404,first-in-class,positive
2405,first-rate,positive
2406,fissures,negative
2407,fist,negative
2408,flabbergast,negative
2409,flabbergasted,negative
2410,flagging,negative
2411,flagrant,negative
2412,flagrantly,negative
2413,flair,negative
2414,flairs,negative
2415,flak,negative
2416,flake,negative
2417,flakey,negative
2418,flakieness,negative
2419,flaking,negative
2420,flaky,negative
2421,flare,negative
2422,flares,negative
2423,flareup,negative
2424,flareups,negative
2425,flashy,positive
2426,flat-out,negative
2427,flatter,positive
2428,flattering,positive
2429,flatteringly,positive
2430,flaunt,negative
2431,flaw,negative
2432,flawed,negative
2433,flawless,positive
2434,flawlessly,positive
2435,flaws,negative
2436,flee,negative
2437,fleed,negative
2438,fleeing,negative
2439,fleer,negative
2440,flees,negative
2441,fleeting,negative
2442,flexibility,positive
2443,flexible,positive
2444,flicering,negative
2445,flicker,negative
2446,flickering,negative
2447,flickers,negative
2448,flighty,negative
2449,flimflam,negative
2450,flimsy,negative
2451,flirt,negative
2452,flirty,negative
2453,floored,negative
2454,flounder,negative
2455,floundering,negative
2456,flourish,positive
2457,flourishing,positive
2458,flout,negative
2459,fluent,positive
2460,fluster,negative
2461,flutter,positive
2462,foe,negative
2463,fond,positive
2464,fondly,positive
2465,fondness,positive
2466,fool,negative
2467,fooled,negative
2468,foolhardy,negative
2469,foolish,negative
2470,foolishly,negative
2471,foolishness,negative
2472,foolproof,positive
2473,forbid,negative
2474,forbidden,negative
2475,forbidding,negative
2476,forceful,negative
2477,foreboding,negative
2478,forebodingly,negative
2479,foremost,positive
2480,foresight,positive
2481,forfeit,negative
2482,forged,negative
2483,forgetful,negative
2484,forgetfully,negative
2485,forgetfulness,negative
2486,forlorn,negative
2487,forlornly,negative
2488,formidable,positive
2489,forsake,negative
2490,forsaken,negative
2491,forswear,negative
2492,fortitude,positive
2493,fortuitous,positive
2494,fortuitously,positive
2495,fortunate,positive
2496,fortunately,positive
2497,fortune,positive
2498,foul,negative
2499,foully,negative
2500,foulness,negative
2501,fractious,negative
2502,fractiously,negative
2503,fracture,negative
2504,fragile,negative
2505,fragmented,negative
2506,fragrant,positive
2507,frail,negative
2508,frantic,negative
2509,frantically,negative
2510,franticly,negative
2511,fraud,negative
2512,fraudulent,negative
2513,fraught,negative
2514,frazzle,negative
2515,frazzled,negative
2516,freak,negative
2517,freaking,negative
2518,freakish,negative
2519,freakishly,negative
2520,freaks,negative
2521,free,positive
2522,freed,positive
2523,freedom,positive
2524,freedoms,positive
2525,freeze,negative
2526,freezes,negative
2527,freezing,negative
2528,frenetic,negative
2529,frenetically,negative
2530,frenzied,negative
2531,frenzy,negative
2532,fresh,positive
2533,fresher,positive
2534,freshest,positive
2535,fret,negative
2536,fretful,negative
2537,frets,negative
2538,friction,negative
2539,frictions,negative
2540,fried,negative
2541,friendliness,positive
2542,friendly,positive
2543,friggin,negative
2544,frigging,negative
2545,fright,negative
2546,frighten,negative
2547,frightening,negative
2548,frighteningly,negative
2549,frightful,negative
2550,frightfully,negative
2551,frigid,negative
2552,frolic,positive
2553,frost,negative
2554,frown,negative
2555,froze,negative
2556,frozen,negative
2557,frugal,positive
2558,fruitful,positive
2559,fruitless,negative
2560,fruitlessly,negative
2561,frustrate,negative
2562,frustrated,negative
2563,frustrates,negative
2564,frustrating,negative
2565,frustratingly,negative
2566,frustration,negative
2567,frustrations,negative
2568,ftw,positive
2569,fuck,negative
2570,fucking,negative
2571,fudge,negative
2572,fugitive,negative
2573,fulfillment,positive
2574,full-blown,negative
2575,fulminate,negative
2576,fumble,negative
2577,fume,negative
2578,fumes,negative
2579,fun,positive
2580,fundamentalism,negative
2581,funky,negative
2582,funnily,negative
2583,funny,negative
2584,furious,negative
2585,furiously,negative
2586,furor,negative
2587,fury,negative
2588,fuss,negative
2589,fussy,negative
2590,fustigate,negative
2591,fusty,negative
2592,futile,negative
2593,futilely,negative
2594,futility,negative
2595,futurestic,positive
2596,futuristic,positive
2597,fuzzy,negative
2598,gabble,negative
2599,gaff,negative
2600,gaffe,negative
2601,gaiety,positive
2602,gaily,positive
2603,gain,positive
2604,gained,positive
2605,gainful,positive
2606,gainfully,positive
2607,gaining,positive
2608,gains,positive
2609,gainsay,negative
2610,gainsayer,negative
2611,gall,negative
2612,gallant,positive
2613,gallantly,positive
2614,galling,negative
2615,gallingly,negative
2616,galls,negative
2617,galore,positive
2618,gangster,negative
2619,gape,negative
2620,garbage,negative
2621,garish,negative
2622,gasp,negative
2623,gauche,negative
2624,gaudy,negative
2625,gawk,negative
2626,gawky,negative
2627,geekier,positive
2628,geeky,positive
2629,geezer,negative
2630,gem,positive
2631,gems,positive
2632,generosity,positive
2633,generous,positive
2634,generously,positive
2635,genial,positive
2636,genius,positive
2637,genocide,negative
2638,gentle,positive
2639,gentlest,positive
2640,genuine,positive
2641,get-rich,negative
2642,ghastly,negative
2643,ghetto,negative
2644,ghosting,negative
2645,gibber,negative
2646,gibberish,negative
2647,gibe,negative
2648,giddy,negative
2649,gifted,positive
2650,gimmick,negative
2651,gimmicked,negative
2652,gimmicking,negative
2653,gimmicks,negative
2654,gimmicky,negative
2655,glad,positive
2656,gladden,positive
2657,gladly,positive
2658,gladness,positive
2659,glamorous,positive
2660,glare,negative
2661,glaringly,negative
2662,glee,positive
2663,gleeful,positive
2664,gleefully,positive
2665,glib,negative
2666,glibly,negative
2667,glimmer,positive
2668,glimmering,positive
2669,glisten,positive
2670,glistening,positive
2671,glitch,negative
2672,glitches,negative
2673,glitter,positive
2674,glitz,positive
2675,gloatingly,negative
2676,gloom,negative
2677,gloomy,negative
2678,glorify,positive
2679,glorious,positive
2680,gloriously,positive
2681,glory,positive
2682,glow,positive
2683,glower,negative
2684,glowing,positive
2685,glowingly,positive
2686,glum,negative
2687,glut,negative
2688,gnawing,negative
2689,goad,negative
2690,goading,negative
2691,god-awful,negative
2692,god-given,positive
2693,god-send,positive
2694,godlike,positive
2695,godsend,positive
2696,gold,positive
2697,golden,positive
2698,good,positive
2699,goodly,positive
2700,goodness,positive
2701,goodwill,positive
2702,goof,negative
2703,goofy,negative
2704,goon,negative
2705,goood,positive
2706,gooood,positive
2707,gorgeous,positive
2708,gorgeously,positive
2709,gossip,negative
2710,grace,positive
2711,graceful,positive
2712,gracefully,positive
2713,graceless,negative
2714,gracelessly,negative
2715,gracious,positive
2716,graciously,positive
2717,graciousness,positive
2718,graft,negative
2719,grainy,negative
2720,grand,positive
2721,grandeur,positive
2722,grapple,negative
2723,grate,negative
2724,grateful,positive
2725,gratefully,positive
2726,gratification,positive
2727,gratified,positive
2728,gratifies,positive
2729,gratify,positive
2730,gratifying,positive
2731,gratifyingly,positive
2732,grating,negative
2733,gratitude,positive
2734,gravely,negative
2735,greasy,negative
2736,great,positive
2737,greatest,positive
2738,greatness,positive
2739,greed,negative
2740,greedy,negative
2741,grief,negative
2742,grievance,negative
2743,grievances,negative
2744,grieve,negative
2745,grieving,negative
2746,grievous,negative
2747,grievously,negative
2748,grim,negative
2749,grimace,negative
2750,grin,positive
2751,grind,negative
2752,gripe,negative
2753,gripes,negative
2754,grisly,negative
2755,gritty,negative
2756,gross,negative
2757,grossly,negative
2758,grotesque,negative
2759,grouch,negative
2760,grouchy,negative
2761,groundbreaking,positive
2762,groundless,negative
2763,grouse,negative
2764,growl,negative
2765,grudge,negative
2766,grudges,negative
2767,grudging,negative
2768,grudgingly,negative
2769,gruesome,negative
2770,gruesomely,negative
2771,gruff,negative
2772,grumble,negative
2773,grumpier,negative
2774,grumpiest,negative
2775,grumpily,negative
2776,grumpish,negative
2777,grumpy,negative
2778,guarantee,positive
2779,guidance,positive
2780,guile,negative
2781,guilt,negative
2782,guiltily,negative
2783,guiltless,positive
2784,guilty,negative
2785,gullible,negative
2786,gumption,positive
2787,gush,positive
2788,gusto,positive
2789,gutless,negative
2790,gutsy,positive
2791,gutter,negative
2792,hack,negative
2793,hacks,negative
2794,haggard,negative
2795,haggle,negative
2796,hail,positive
2797,hairloss,negative
